Latitude,Longitude,Depth,Datetime,Surf_DH
88.372,15.09,4.3249462890625,2008-04-15,0.23304
87.906,-5.293,4.30772998046875,2008-04-28,0.23087
87.898,-6.356,4.30422802734375,2008-05-01,0.24312
87.896,-6.345,4.302990234375,2008-05-01,0.23715
87.891,-6.359,4.30422802734375,2008-05-01,0.24184
87.887,-6.364,4.30422802734375,2008-05-02,0.23751
87.718,-7.56,4.3198056640625,2008-05-05,0.24252
87.402,-8.864,4.3363984375,2008-05-11,0.24311
87.131,-5.622,4.28600732421875,2008-05-18,0.23006
86.751,-1.723,4.2490234375,2008-05-25,0.20951
86.721,-1.573,4.2451884765625,2008-05-26,0.21127
86.714,-1.62,4.24191455078125,2008-05-26,0.20682
86.65,-2.032,4.22213623046875,2008-05-28,0.20436
86.544,-1.914,4.19532275390625,2008-06-01,0.20387
86.552,-1.92,4.1962255859375,2008-06-02,0.2013
86.559,-1.93,4.197083984375,2008-06-02,0.20513
86.56,-1.981,4.196365234375,2008-06-02,0.20098
86.49,-2.659,4.18756689453125,2008-06-04,0.2015
86.303,-2.078,4.20176806640625,2008-06-07,0.18656
86.297,-2.078,4.201876953125,2008-06-07,0.19004
86.288,-2.129,4.20113916015625,2008-06-07,0.18605
86.335,-2.257,4.18652587890625,2008-06-08,0.1937
86.363,-2.192,4.170568359375,2008-06-09,0.19379
84.707,0.858,3.516060546875,2008-07-03,0.13547
84.125,1.348,3.251531005859375,2008-07-23,0.12747
84.325,2.092,3.7327177734375,2008-07-29,0.13592
84.187,1.647,3.589681884765625,2008-08-02,0.13187
84.177,1.666,3.508038818359375,2008-08-03,0.13297
83.123,1.83,3.4690087890625,2008-08-13,0.14167
83.091,4.493,3.84562890625,2008-08-22,0.13319
83.27,6.248,3.952280029296875,2008-08-31,0.10712
83.271,6.191,3.934927978515625,2008-08-31,0.18096
83.194,4.728,3.952913330078125,2008-09-13,0.16247
83.263,5.14,4.047373291015625,2008-09-14,0.16007
83.334,5.603,3.5618330078125,2008-09-14,0.16124
83.376,6.15,3.62398388671875,2008-09-15,0.16693
83.332,6.473,3.91092138671875,2008-09-15,0.17414
83.347,6.513,3.95160302734375,2008-09-16,0.17425
83.372,6.932,3.538056640625,2008-09-16,0.1695
83.41,7.303,3.830537109375,2008-09-17,0.17333
83.424,7.615,3.81931640625,2008-09-17,0.17148
83.425,7.779,3.813624755859375,2008-09-18,0.17102
83.392,7.806,3.847383056640625,2008-09-18,0.17014
83.344,8.139,3.9926650390625,2008-09-19,0.16858
83.33,8.186,4.012537841796875,2008-09-19,0.17132
83.373,8.038,3.85529736328125,2008-09-20,0.17211
83.424,7.524,3.813586181640625,2008-09-20,0.16999
83.459,7.103,3.872167236328125,2008-09-21,0.16965
83.471,6.971,3.886579345703125,2008-09-21,0.1686
83.473,6.797,3.807612548828125,2008-09-22,0.16964
83.388,5.842,3.300513671875,2008-09-23,0.16411
83.295,5.511,3.83241064453125,2008-09-23,0.16244
83.2,5.425,4.03804248046875,2008-09-24,0.17634
83.171,5.255,3.994859619140625,2008-09-24,0.17841
83.123,4.996,3.9781982421875,2008-09-25,0.17353
83.075,4.994,3.997319091796875,2008-09-25,0.17267
83.041,5.058,3.99905322265625,2008-09-26,0.17613
83.039,5.046,3.998837890625,2008-09-27,0.17276
83.094,4.313,3.650621337890625,2008-09-28,0.17324
83.141,3.627,3.8842744140625,2008-09-28,0.17215
83.159,3.009,3.82364111328125,2008-09-29,0.1727
83.135,2.719,3.8265927734375,2008-09-29,0.17155
83.102,2.653,3.982514404296875,2008-09-30,0.17244
83.06,2.678,3.9868779296875,2008-09-30,0.17245
83.013,2.73,3.857150634765625,2008-10-01,0.17286
82.966,2.807,3.60543310546875,2008-10-01,0.17367
82.923,2.895,3.47533056640625,2008-10-02,0.17286
82.879,3.028,3.87498828125,2008-10-02,0.17353
82.839,3.192,3.877261474609375,2008-10-03,0.17606
82.792,3.413,3.98055322265625,2008-10-03,0.1754
81.229,121.259,4.75255859375,2008-10-04,0.16963
81.209,121.191,4.72880224609375,2008-10-04,0.17254
81.193,121.087,4.8820712890625,2008-10-05,0.16982
81.188,121.059,4.93634423828125,2008-10-05,0.17304
81.171,121.099,4.8265810546875,2008-10-06,0.17011
81.172,121.114,4.787017578125,2008-10-06,0.1736
81.208,121.231,4.649720703125,2008-10-08,0.17369
81.207,121.203,4.6593671875,2008-10-09,0.17464
81.218,121.608,4.12288232421875,2008-10-10,0.17253
81.228,121.869,3.977177490234375,2008-10-10,0.17555
81.309,123.391,3.717469970703125,2008-10-11,0.16115
81.439,124.298,3.656424560546875,2008-10-12,0.18366
81.484,124.576,3.568025634765625,2008-10-12,0.17181
81.602,124.547,3.577477294921875,2008-10-14,0.18463
81.53,124.203,3.63564501953125,2008-10-15,0.18157
81.498,124.17,3.64902734375,2008-10-15,0.18477
81.428,124.199,3.704916259765625,2008-10-16,0.18151
81.401,124.237,3.72020556640625,2008-10-16,0.18411
81.335,124.232,3.709420166015625,2008-10-17,0.18095
81.312,124.225,3.708943115234375,2008-10-17,0.18554
81.219,126.147,3.967937255859375,2008-10-20,0.1861
81.187,126.376,3.92302734375,2008-10-20,0.18593
81.129,126.571,4.040346923828125,2008-10-21,0.18989
81.138,127.157,3.998529296875,2008-10-22,0.19416
81.216,127.566,3.958604736328125,2008-10-23,0.1962
81.278,127.486,3.994318359375,2008-10-24,0.19001
81.305,127.448,3.988676513671875,2008-10-24,0.19178
81.401,127.409,3.974217529296875,2008-10-25,0.18517
81.427,127.45,3.99748388671875,2008-10-25,0.18677
81.674,127.22,4.037923095703125,2008-10-27,0.18173
81.705,127.341,4.05336181640625,2008-10-27,0.18506
81.792,127.303,4.0816640625,2008-10-28,0.18702
81.883,126.744,4.02795361328125,2008-10-29,0.18415
81.905,126.595,4.02503173828125,2008-10-29,0.18648
81.971,126.056,4.0342294921875,2008-10-30,0.18063
81.982,125.944,4.0354453125,2008-10-30,0.18034
82.011,125.697,4.042798095703125,2008-10-31,0.17678
82.019,125.564,4.033532470703125,2008-10-31,0.17752
82.039,125.498,4.065514892578125,2008-11-01,0.1732
82.049,125.405,4.084922607421875,2008-11-01,0.17633
82.138,125.364,4.08414501953125,2008-11-02,0.17204
82.156,125.346,4.074962646484375,2008-11-02,0.17537
82.175,125.205,4.0536279296875,2008-11-03,0.17122
82.185,125.257,4.055506103515625,2008-11-03,0.1745
82.308,125.589,4.077562744140625,2008-11-04,0.17183
82.386,125.663,4.084071044921875,2008-11-04,0.15412
82.611,125.925,4.18324560546875,2008-11-05,0.17572
82.674,125.894,4.1868349609375,2008-11-05,0.17557
82.841,125.764,4.13637646484375,2008-11-06,0.16738
82.874,125.827,4.13715771484375,2008-11-06,0.16895
83.011,126.129,4.2139267578125,2008-11-07,0.16148
83.031,126.277,4.2174228515625,2008-11-07,0.16371
83.094,126.754,4.1162109375,2008-11-08,0.16096
83.104,126.875,4.1111025390625,2008-11-08,0.16602
83.134,127.087,4.12890576171875,2008-11-09,0.16518
83.142,127.115,4.13633740234375,2008-11-09,0.16812
83.175,127.029,4.16888623046875,2008-11-10,0.16657
83.201,126.767,4.11948583984375,2008-11-11,0.16736
83.209,126.732,4.114587890625,2008-11-11,0.17001
83.237,126.563,4.1031875,2008-11-12,0.17193
83.265,126.486,4.1109970703125,2008-11-13,0.17156
83.276,126.379,4.13690478515625,2008-11-13,0.17552
83.321,126.062,4.1322841796875,2008-11-14,0.17125
83.376,125.639,4.30261181640625,2008-11-15,0.16811
83.387,125.582,4.3126376953125,2008-11-15,0.17169
83.446,125.469,4.28634033203125,2008-11-16,0.16749
83.478,125.56,4.2459931640625,2008-11-16,0.17096
83.566,126.31,4.214251953125,2008-11-17,0.17011
83.572,126.463,4.28848828125,2008-11-17,0.17616
83.605,126.665,4.3290712890625,2008-11-18,0.17384
83.627,126.779,4.33487158203125,2008-11-18,0.17662
83.672,127.569,4.295798828125,2008-11-19,0.17827
83.686,127.802,4.29274365234375,2008-11-19,0.18131
83.73,128.048,4.29369580078125,2008-11-20,0.18234
83.794,128.468,4.2853134765625,2008-11-21,0.18181
83.807,128.574,4.28118896484375,2008-11-21,0.18647
83.832,128.717,4.27300927734375,2008-11-22,0.18489
83.83,128.718,4.27300927734375,2008-11-22,0.18964
83.817,128.693,4.27492431640625,2008-11-23,0.18289
83.808,128.662,4.277751953125,2008-11-23,0.18708
83.803,128.83,4.27295654296875,2008-11-24,0.1832
83.795,128.912,4.2731357421875,2008-11-24,0.188
83.666,130.215,4.21269677734375,2008-11-26,0.18895
83.607,130.455,4.23440234375,2008-11-27,0.18979
83.588,130.424,4.229255859375,2008-11-27,0.19346
83.543,129.979,4.2245966796875,2008-11-28,0.18743
83.539,129.797,4.229921875,2008-11-28,0.19055
83.511,129.125,4.22210107421875,2008-11-29,0.18498
83.503,128.92,4.223376953125,2008-11-29,0.18774
83.486,128.378,4.15252734375,2008-11-30,0.18354
83.485,128.299,4.11961083984375,2008-11-30,0.18804
83.475,128.322,4.195896484375,2008-12-01,0.18237
83.473,128.393,4.21298876953125,2008-12-01,0.18617
83.457,128.541,4.19985009765625,2008-12-02,0.18241
83.453,128.58,4.20582763671875,2008-12-02,0.18669
83.466,128.863,4.20499755859375,2008-12-03,0.18284
83.481,129.045,4.20891552734375,2008-12-03,0.1874
83.544,129.187,4.2421015625,2008-12-04,0.19027
83.587,129.042,4.125626953125,2008-12-05,0.18563
83.598,129.006,4.10146826171875,2008-12-05,0.19208
83.679,129.31,4.21264208984375,2008-12-07,0.18787
83.688,129.256,4.2377744140625,2008-12-07,0.19322
83.695,128.959,4.26197607421875,2008-12-08,0.18729
83.698,128.782,4.2655498046875,2008-12-08,0.19175
83.682,127.715,4.294318359375,2008-12-09,0.18326
83.653,127.204,4.31222216796875,2008-12-09,0.18639
83.588,125.927,4.13170654296875,2008-12-10,0.18455
83.627,126.057,4.1746533203125,2008-12-11,0.17977
83.652,126.146,4.2628115234375,2008-12-11,0.18493
83.662,125.856,4.1618837890625,2008-12-12,0.18334
83.597,124.378,4.261234375,2008-12-13,0.17915
83.599,124.031,4.2481552734375,2008-12-13,0.17704
83.639,124.048,4.27594384765625,2008-12-14,0.17356
83.654,124.179,4.29032373046875,2008-12-14,0.17588
83.684,124.487,4.32822998046875,2008-12-15,0.17434
83.698,124.581,4.3403798828125,2008-12-15,0.17817
83.752,124.511,4.34301171875,2008-12-16,0.178
